index,budget,genres,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director
4195,2000000,Thriller Crime Horror,43947,rape fondling revenge writer strangulation,en,I Spit on Your Grave,mid,17-06-2010,572809,108.0,Released,It's Date Night,I Spit on Your Grave,6.3,519,Sarah Butler Daniel Franzese Chad Lindberg Jeff Branson Rodney Eastman,Steven R. Monroe
4196,1700000,Comedy Crime,24066,small town texas con man fraud independent film,en,"Happy, Texas",low,03-12-1999,1943649,98.0,Released,Escaped convicts disguised as beauty pageant experts? This could get ugly,"Happy, Texas",5.5,39,Steve Zahn William H. Macy Jeremy Northam Ally Walker Ron Perlman,Mark Illsley
4197,0,Drama Thriller Romance,9709,england brother sister relationship becoming an adult northern england female friendship,en,My Summer of Love,low,20-08-2004,0,86.0,Released,The most dangerous thing to want is more.,My Summer of Love,6.0,59,Natalie Press Emily Blunt Paddy Considine Dean Andrews,Pawe\u0142 Pawlikowski
4198,1000000,Drama Romance,191714,,hi,Dabba,low,19-09-2013,4235151,104.0,Released,,The Lunchbox,7.3,221,Irrfan Khan Nimrat Kaur Nawazuddin Siddiqui Denzil Smith Bharati Achrekar,Ritesh Batra
4199,0,Drama Romance,25312,woman director,en,Yes,low,05-08-2005,0,100.0,Released,,Yes,5.9,7,Joan Allen Simon Abkarian Sam Neill Shirley Henderson Stephanie Leonidas,Sally Potter
4200,1644736,Comedy Romance,34106,monopoly tycoon house love friends,en,You Can't Take It With You,low,23-08-1938,7433101,126.0,Released,YOU'LL LOVE THEM ALL FOR GIVING YOU THE SWELLEST TIME YOU'VE EVER HAD!,You Can't Take It With You,7.2,79,Jean Arthur Lionel Barrymore James Stewart Edward Arnold Mischa Auer,Frank Capra
4201,1650000,War Drama Romance,11426,hawaii harassment pearl harbor bombing military life,en,From Here to Eternity,low,04-08-1953,30500000,118.0,Released,Pouring out of impassioned pages...brawling their way to greatness on the screen!,From Here to Eternity,7.2,133,Burt Lancaster Montgomery Clift Deborah Kerr Donna Reed Frank Sinatra,Fred Zinnemann
4202,1600000,Western,13909,captain fort retirement attack cavalry,en,She Wore a Yellow Ribbon,low,22-10-1949,5400000,103.0,Released,John Ford's New and Finest Picture of the Fighting Cavalry!,She Wore a Yellow Ribbon,7.1,61,"John Wayne Joanne Dru John Agar Ben Johnson Harry Carey, Jr.",John Ford
4203,0,Drama Music,206284,christian,en,Grace Unplugged,low,04-10-2013,0,102.0,Released,Would you give up what you need... to get everything you want?,Grace Unplugged,6.0,24,AJ Michalka James Denton Kevin Pollak Shawnee Smith Michael Welch,Brad J. Silverman
4204,0,Comedy Drama,27455,independent film sexual humor drug humor,en,Foolish,low,09-04-1999,6033999,84.0,Released,This big mouth is ready for the big time,Foolish,6.3,3,Eddie Griffin Master P Amie Petersen Frank Sivero Daphn\u00e9e Duplaix Samuel,Dave Meyers
4205,0,Drama Crime Thriller,66468,,en,N-Secure,low,15-10-2010,2592808,0.0,Released,,N-Secure,4.3,4,Cordell Moore Essence Atkins Denise Boutte Tempestt Bledsoe Lamman Rucker,David M. Matthews
4206,0,Drama Comedy Romance,7973,women hairdresser sister sister relationship new love unexpected happiness,ar,سكر بنات,low,01-07-2007,0,96.0,Released,,Caramel,6.8,52,Nadine Labaki Yasmine Al Massri Joanna Moukarzel Gis\u00e8le Aouad Adel Karam,Nadine Labaki
4207,0,Thriller Horror,283686,,en,Out of the Dark,low,27-08-2014,0,92.0,Released,,Out of the Dark,4.6,55,Julia Stiles Scott Speedman Stephen Rea Alejandro Furth Pixie Davies,Llu\u00eds Qu\u00edlez
4208,0,Drama Romance,15976,gay,he,Ha-Buah,low,06-06-2006,0,114.0,Released,,The Bubble,7.6,20,Ohad Knoller Yousef Sweid Daniella Wircer Alon Friedman Zion Baruch,Eytan Fox
4209,1600000,Crime Drama Mystery,592,san francisco paranoia audio tape wiretap shadowing,en,The Conversation,blockbuster,07-04-1974,4420000,113.0,Released,Harry Caul is an invader of privacy. The best in the business.,The Conversation,7.5,372,Gene Hackman John Cazale Frederic Forrest Cindy Williams Harrison Ford,Francis Ford Coppola
4210,0,Romance,74084,,hi,दिल जो भी कहे,low,07-12-2006,0,0.0,Released,,Dil Jo Bhi Kahey...,0.0,0,Amitabh Bachchan Revathi Karan Sharma Annabelle Wallis Malcolm Stoddard,Romesh Sharma
4211,0,Crime Drama Romance,1651,exotic island secret love of one's life plantation marriage,fr,La sirène du Mississipi,low,18-06-1969,0,123.0,Released,The Bride Came as Advertised...With an Unadvertised Special,Mississippi Mermaid,6.7,32,Jean-Paul Belmondo Catherine Deneuve Michel Bouquet Nelly Borgeaud Martine Ferri\u00e8re,Fran\u00e7ois Truffaut
4212,0,Drama Mystery,25428,,en,I Love Your Work,low,05-10-2003,0,111.0,Released,,I Love Your Work,6.5,2,Marisa Coughlan Judy Greer Shalom Harlow Jared Harris Joshua Jackson,Adam Goldberg
4213,0,Horror,298584,vacation remake woods burned alive murder,en,Cabin Fever,low,12-02-2016,0,99.0,Released,You can't run from what's inside.,Cabin Fever,4.4,111,Matthew Daddario Samuel Davis Dustin Ingram Eli Roth Gage Golightly,Travis Zariwny
4214,2000000,Comedy,10758,waitress unwillingly pregnant woman director,en,Waitress,low,25-05-2007,22179430,108.0,Released,If only life were as easy as pie,Waitress,6.7,129,Keri Russell Nathan Fillion Andy Griffith Cheryl Hines Eddie Jemison,Adrienne Shelly
4215,1500000,Action,11690,martial arts biography sport sensei mixed martial arts,en,Bloodsport,low,26-02-1988,11806119,92.0,Released,The true story of an American ninja.,Bloodsport,6.6,363,Jean-Claude Van Damme Bolo Yeung Roy Chiao Philip Chan Yan-Kin Donald Gibb,Newt Arnold
4216,1500000,Comedy Drama,3083,corruption washington d.c. senate senator governor,en,Mr. Smith Goes to Washington,low,19-10-1939,9600000,129.0,Released,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",Mr. Smith Goes to Washington,7.9,241,James Stewart Jean Arthur Claude Rains Edward Arnold Guy Kibbee,Frank Capra
4217,1500000,Drama Crime,9344,puberty first time,en,Kids,low,28-07-1995,7412216,91.0,Released,,Kids,6.8,279,Leo Fitzpatrick Rosario Dawson Chlo\u00eb Sevigny Justin Pierce Sajan Bhagat,Larry Clark
4218,1500000,Comedy Drama,10707,childhood memory uniform independent film private tryst,en,The Squid and the Whale,low,05-10-2005,11098131,81.0,Released,Joint custody blows.,The Squid and the Whale,6.9,226,Jeff Daniels Laura Linney Jesse Eisenberg Owen Kline William Baldwin,Noah Baumbach
4219,1000000,Comedy,15647,jew based on play independent film gay relationship lesbian,en,Kissing Jessica Stein,low,21-04-2001,10013424,97.0,Released,"When it comes to love, sometimes she just can't think straight.",Kissing Jessica Stein,5.9,48,Jennifer Westfeldt Tovah Feldshuh Esther Wurmfeld Hillel Friedman Jon Hamm,Charles Herman-Wurmfeld
4220,17000000,Action Drama,308529,martial arts kickboxing martial arts tournament reboot thai boxing,en,Kickboxer: Vengeance,low,14-07-2016,0,90.0,Released,,Kickboxer: Vengeance,4.5,99,Alain Moussi Dave Bautista Sara Malakul Lane Jean-Claude Van Damme Darren Shahlavi,John Stockwell
4221,1500000,Drama Mystery Thriller,4174,amnesia insane asylum suspense,en,Spellbound,low,28-12-1945,7000000,111.0,Released,The maddest love that ever possessed a woman.,Spellbound,7.3,160,Ingrid Bergman Gregory Peck Michael Chekhov Rhonda Fleming Leo G. Carroll,Alfred Hitchcock
4222,0,Drama Mystery,20156,secret nightclub pet shop independent film unhappiness,en,Exotica,low,24-09-1994,0,103.0,Released,"In a world of temptation, obsession is the deadliest desire.",Exotica,6.5,64,Bruce Greenwood Mia Kirshner Elias Koteas Don McKellar Sarah Polley,Atom Egoyan
4223,1500000,Romance Comedy Crime Drama,9464,prison gambling compulsive gambling,en,Buffalo '66,low,20-01-1998,2375097,110.0,Released,Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.,Buffalo '66,7.1,166,Vincent Gallo Christina Ricci Ben Gazzara Mickey Rourke Rosanna Arquette,Vincent Gallo
4224,1500000,Horror Thriller,49018,medium evil spirit house warming aftercreditsstinger,en,Insidious,mid,13-09-2010,97009150,103.0,Released,It's not the house that's haunted.,Insidious,6.8,1737,Patrick Wilson Rose Byrne Ty Simpkins Barbara Hershey Lin Shaye,James Wan
4225,1500000,Comedy Crime Science Fiction Thriller,13820,california cocaine future punk theory,en,Repo Man,low,20-02-1984,2300000,92.0,Released,It’s 4 a.m. Do you know where your car is?,Repo Man,6.7,144,Harry Dean Stanton Emilio Estevez Tracey Walter Olivia Barash Sy Richardson,Alex Cox
4226,1500000,Crime Drama Thriller,18079,hotel con man stamp police partner,es,Nueve Reinas,low,31-08-2000,0,114.0,Released,Sticky & Square,Nine Queens,7.4,153,Ricardo Dar\u00edn Gast\u00f3n Pauls Leticia Br\u00e9dice Mar\u00eda Mercedes Villagra Gabriel Correa,Fabi\u00e1n Bielinsky
4227,0,Documentary,127918,israel army intelligence agency shin bet,en,The Gatekeepers,low,09-07-2012,0,101.0,Released,,The Gatekeepers,6.5,39,Ami Ayalon Avraham Shalom Yaakov Peri Carmi Gillon Avi Dichter,Dror Moreh
4228,1500000,Drama,17113,female nudity runaway commune egg independent film,en,The Ballad of Jack and Rose,low,25-03-2005,712294,111.0,Released,"Selfhood begins with a walking away, and love is proved in the letting go.",The Ballad of Jack and Rose,6.5,43,Daniel Day-Lewis Camilla Belle Catherine Keener Ryan McDonald Paul Dano,Rebecca Miller
4229,1500000,Comedy Romance,129139,sex sexuality irony sarcasm naivety,en,The To Do List,low,24-07-2013,3566225,104.0,Released,She's going from straight A's to getting her first F.,The To Do List,5.5,342,Aubrey Plaza Johnny Simmons Bill Hader Alia Shawkat Sarah Steele,Maggie Carey
4230,1500000,Action Crime Drama Thriller,507,paris prostitute robbery drug abuse aids,en,Killing Zoe,low,01-10-1993,418961,96.0,Released,,Killing Zoe,6.1,111,Eric Stoltz Julie Delpy Jean-Hugues Anglade Tai Thai Bruce Ramsay,Roger Avary
4231,1500000,Drama,4012,bomb jewry world war ii jewish life jew,en,The Believer,low,19-01-2001,416925,98.0,Released,,The Believer,6.8,151,Ryan Gosling Summer Phoenix Theresa Russell Billy Zane Joshua Harto,Henry Bean
4232,0,Drama Romance,14054,suicide depression small town family relationships young love,en,Snow Angels,low,07-03-2008,414404,106.0,Released,Some will fall. Some will fly.,Snow Angels,6.5,48,Kate Beckinsale Sam Rockwell Michael Angarano Olivia Thirlby Amy Sedaris,David Gordon Green
4233,0,Thriller Action Horror,323271,,en,Unsullied,low,28-08-2015,0,93.0,Released,The Hunt Is On,Unsullied,3.0,1,Rusty Joiner Murray Gray James Gaudioso Erin Boyes,Simeon Rice
4234,1500000,Horror Mystery,10972,schizophrenia lunatic asylum psychology relation coin,en,Session 9,low,10-08-2001,373967,100.0,Released,Fear is a place.,Session 9,6.2,251,Peter Mullan David Caruso Stephen Gevedon Josh Lucas Brendan Sexton III,Brad Anderson
4235,0,Comedy Romance,13066,independent film,en,I Want Someone to Eat Cheese With,low,01-01-2006,0,80.0,Released,,I Want Someone to Eat Cheese With,5.7,12,Jeff Garlin Sarah Silverman Bonnie Hunt Elle Fanning Jessy Schram,Jeff Garlin
4236,0,Drama,66025,independent film,en,Mooz-lum,low,11-02-2011,330048,95.0,Released,,Mooz-lum,4.5,3,Nia Long Danny Glover Evan Ross Summer Bishil,Qasim Basir
4237,0,Comedy Horror,11908,new orleans alligator male friendship ax swampf,en,Hatchet,low,27-04-2006,0,83.0,Released,Stay out of the swamp.,Hatchet,5.7,159,Joel David Moore Tamara Feldman Deon Richmond Kane Hodder Mercedes McNab,Adam Green
4238,1,Drama Comedy,3082,factory ambulance invention tramp great depression,en,Modern Times,mid,05-02-1936,8500000,87.0,Released,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",Modern Times,8.1,856,Charlie Chaplin Paulette Goddard Henry Bergman Tiny Sandford Chester Conklin,Charlie Chaplin
4239,0,Drama Family Comedy,39541,,en,Stolen Summer,low,22-03-2002,0,91.0,Released,You saw the back-stabbing. Now see the final cut.,Stolen Summer,6.4,9,Aidan Quinn Bonnie Hunt Kevin Pollak Eddie Kaye Thomas Lisa Dodson,Pete Jones
4240,1500000,Comedy Horror,1961,parody parallel world,en,My Name Is Bruce,low,01-10-2007,173066,86.0,Released,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,5.9,107,Bruce Campbell Grace Thorsen Ted Raimi Adam Boyd Mike Estes,Bruce Campbell
4241,1500000,Comedy,51820,independent film,en,The Salon,low,13-01-2005,0,0.0,Released,Where you get more than just a hair cut!,The Salon,3.5,1,Dondre Whitfield Kym Whitley Monica Calhoun Terrence Howard Darrin Henson,Mark Brown
4242,1500000,Comedy,291362,road trip stand-up comedy romantic comedy travel,en,Road Hard,low,06-03-2015,0,97.0,Released,,Road Hard,6.6,8,Adam Carolla Diane Farr Larry Miller Mindy Robinson David Koechner,Adam Carolla
4243,1500000,Drama Romance,30082,independent film,en,Forty Shades of Blue,low,07-12-2005,0,108.0,Released,,Forty Shades of Blue,6.0,2,Dina Korzun Rip Torn Darren E. Burrows Andrew Henderson Elizabeth Morton,Ira Sachs
4244,1200000,Drama History War,72913,ambush rebel rain village arrest,en,Amigo,low,14-07-2010,0,128.0,Released,,Amigo,6.0,2,Chris Cooper DJ Qualls Garret Dillahunt Yul Vazquez Lucas Neff,John Sayles
4245,1500000,Horror Mystery Science Fiction,23963,disc jockey radio station winter survival zombie,en,Pontypool,low,06-03-2009,32000,93.0,Released,Shut up or die.,Pontypool,6.6,183,Stephen McHattie Lisa Houle Georgina Reilly Hrant Alianak Rick Roberts,Bruce McDonald
4246,2000000,Drama,29406,california sex bar motel highway,en,Trucker,low,24-04-2008,0,90.0,Released,Some Things in life you can't leave behind,Trucker,6.8,16,Michelle Monaghan Nathan Fillion Joey Lauren Adams Jimmy Bennett Mika Boorem,James Mottern
4247,1,Romance Comedy Drama,361505,,en,Me You and Five Bucks,low,07-07-2015,0,90.0,Released,"A story about second, second chances",Me You and Five Bucks,10.0,2,,
4248,1500000,Horror Thriller,104755,witch coven salem massachusetts satanic,en,The Lords of Salem,low,10-09-2012,1165882,101.0,Released,We've been waiting... we've always been waiting,The Lords of Salem,5.1,242,Sheri Moon Zombie Bruce Davison Jeff Daniel Phillips Judy Geeson Meg Foster,Rob Zombie
4249,0,Horror Comedy Thriller,253306,haunted house father-in-law superstition house arrest basement,en,Housebound,low,04-09-2014,0,109.0,Released,Terror Gets Domesticated,Housebound,6.5,358,Morgana O'Reilly Rima Te Wiata Glen-Paul Waru Cameron Rhodes Millen Baird,Gerard Johnstone
4250,0,Documentary,29595,usa capitalism department store protest community,en,Wal-Mart: The High Cost of Low Price,low,04-11-2005,0,98.0,Released,,Wal-Mart: The High Cost of Low Price,6.9,24,Lee Scott Don Hunter Jon Hunter Jeremy Hunter Matt Hunter,Robert Greenwald
4251,1,Comedy Drama Fantasy Romance Science Fiction,46729,independent film,en,Fetching Cody,low,01-10-2005,0,87.0,Released,How far would you go for love?,Fetching Cody,6.8,6,Jay Baruchel Sarah Lind Jim Byrnes Neil Denis Chilton Crane,David Ray
4252,0,Drama Comedy,294600,,en,Last I Heard,low,01-01-2013,0,98.0,Released,,Last I Heard,6.0,1,Paul Sorvino Chazz Palminteri Michael Rapaport Renee Props,David Rodriguez
4253,9000000,Comedy Drama,137347,bank robbery,en,Closer to the Moon,low,29-11-2013,0,112.0,Released,,Closer to the Moon,6.4,13,Vera Farmiga Mark Strong Harry Lloyd Anton Lesser Joe Armstrong,Nae Caranfil
4254,0,Science Fiction,290370,winter mutant post-apocalyptic dystopia meteor,en,Mutant World,low,27-09-2014,1500000,85.0,Released,,Mutant World,2.6,9,Kim Coates Holly Deveaux Ashanti Amber Marshall Jason Cermak,David Winning
4255,0,Comedy Family Drama,426469,,en,Growing Up Smith,low,03-02-2017,0,102.0,Released,It’s better to stand out than to fit in.,Growing Up Smith,7.4,7,Roni Akurati Brighton Sharbino Jason Lee Anjul Nigam Hilarie Burton,Frank Lotito
4256,0,Thriller Action Crime,356841,,en,Checkmate,low,03-07-2015,0,102.0,Released,,Checkmate,4.2,13,Danny Glover Sean Astin Vinnie Jones Mischa Barton Michael Par\u00e9,Timothy Woodward Jr.
4257,1500000,Drama Mystery Horror Thriller,301325,,de,#Horror,low,20-11-2015,0,90.0,Released,Death is trending.,#Horror,3.3,52,Taryn Manning Natasha Lyonne Chlo\u00eb Sevigny Balthazar Getty Timothy Hutton,Tara Subkoff
4258,0,Action Horror Thriller,347755,,en,Wind Walkers,low,28-01-2016,0,93.0,Released,,Wind Walkers,7.5,6,Zane Holtz Glen Powell Kiowa Gordon Castille Landon Johnny Sequoyah,Russell Friedenberg
4259,1488423,Fantasy Animation Family,408,poison witch becoming an adult sadness queen,en,Snow White and the Seven Dwarfs,high,20-12-1937,184925486,83.0,Released,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",Snow White and the Seven Dwarfs,6.9,1914,Adriana Caselotti Lucille La Verne Harry Stockwell Roy Atwell Pinto Colvig,David Hand
4260,1400000,Drama Foreign,44413,hotel teenage girl doctor woman director spanish movie,es,La niña santa,low,06-05-2004,0,106.0,Released,She is both temptation and salvation.,The Holy Girl,6.8,10,Mar\u00eda Alch\u00e9 Mercedes Mor\u00e1n Carlos Belloso Alejandro Urdapilleta M\u00eda Maestro,Lucrecia Martel
4261,1455000,Western,39209,native american gunfighter hunting party,en,Shalako,low,06-11-1968,2620000,113.0,Released,Sean Connery is Shalako! Shalako means action! Action means Bardot!,Shalako,5.4,12,Sean Connery Brigitte Bardot Jack Hawkins Stephen Boyd Peter van Eyck,Edward Dmytryk
4262,1,Adventure Comedy Horror,48463,,en,Incident at Loch Ness,low,17-12-2004,0,94.0,Released,,Incident at Loch Ness,5.9,18,Werner Herzog Kitana Baker Gabriel Beistain Russell Williams II David A. Davidson,Zak Penn
